__time,/riptide_1/imu_broadcaster/imu_status/angular_velocity/x,/riptide_1/imu_broadcaster/imu_status/angular_velocity/y,/riptide_1/imu_broadcaster/imu_status/angular_velocity/z,/riptide_1/imu_broadcaster/imu_status/header/stamp,/riptide_1/imu_broadcaster/imu_status/linear_acceleration/x,/riptide_1/imu_broadcaster/imu_status/linear_acceleration/y,/riptide_1/imu_broadcaster/imu_status/linear_acceleration/z,/riptide_1/pressure_broadcaster/pressure_status/altitude,/riptide_1/pressure_broadcaster/pressure_status/depth,/riptide_1/pressure_broadcaster/pressure_status/header/stamp,/riptide_1/pressure_broadcaster/pressure_status/pressure,/riptide_1/pressure_broadcaster/pressure_status/temperature,/riptide_1/tail_broadcaster/actuators_status/d_fin,/riptide_1/tail_broadcaster/actuators_status/header/stamp,/riptide_1/tail_broadcaster/actuators_status/p_fin,/riptide_1/tail_broadcaster/actuators_status/s_fin,/riptide_1/tail_broadcaster/actuators_status/thruster,/riptide_1/tail_broadcaster/multiplexer_status/automatic,/riptide_1/tail_broadcaster/multiplexer_status/header/stamp,/riptide_1/tail_broadcaster/multiplexer_status/remaining_time,/riptide_1/tail_broadcaster/rc_status/axes.0,/riptide_1/tail_broadcaster/rc_status/axes.1,/riptide_1/tail_broadcaster/rc_status/axes.2,/riptide_1/tail_broadcaster/rc_status/axes.3,/riptide_1/tail_broadcaster/rc_status/axes.4,/riptide_1/tail_broadcaster/rc_status/axes.5,/riptide_1/tail_broadcaster/rc_status/header/stamp,pitch_from_accel
1684869357.58175,-0.00231792,-0.00241301,-0.00209488,1684869357.58175,0.04405098,3.845339775,8.907765388,,,,,,,,,,,,,,,,,,,,,0.004490431
1684869357.5857,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1684869357.62282,,,,,,,,-1620.882324219,2.091035843,1684869357.62282,121990,18.079999924,,,,,,,,,,,,,,,,
1684869357.62284,,,,,,,,,,,,,0,1684869357.62284,-0.058119465,0.056548666,0.5,,,,,,,,,,,
1684869357.62285,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1684869357.62285,
1684869357.62286,,,,,,,,,,,,,,,,,,1,1684869357.62286,32.966999054,,,,,,,,
1684869357.62287,-0.00261385,-0.00231408,-0.00217917,1684869357.62287,0.06135628,3.824313641,8.999969482,,,,,,,,,,,,,,,,,,,,,0.006254504
1684869357.66121,,,,,,,,-1652.358032227,2.134869099,1684869357.66121,122430.0078125,18.079999924,,,,,,,,,,,,,,,,
1684869357.66123,,,,,,,,,,,,,0,1684869357.66123,-0.058119465,0.056548666,0.5,,,,,,,,,,,
1684869357.66124,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1684869357.66124,
1684869357.66125,,,,,,,,,,,,,,,,,,1,1684869357.66125,32.918998718,,,,,,,,
1684869357.66126,-0.00149096,-0.00216859,-0.00213452,1684869357.66126,0.097218171,3.70486927,8.983164787,,,,,,,,,,,,,,,,,,,,,0.009910271
1684869357.68333,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1684869357.70128,,,,,,,,-1630.907592773,2.104982853,1684869357.70128,122130.0078125,18.079999924,,,,,,,,,,,,,,,,
1684869357.7013,,,,,,,,,,,,,0,1684869357.7013,-0.058119465,0.056548666,0.5,,,,,,,,,,,
1684869357.70132,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1684869357.70132,
1684869357.70132,,,,,,,,,,,,,,,,,,1,1684869357.70132,32.895999908,,,,,,,,
1684869357.70133,0.00033686,-0.00200476,-0.00206254,1684869357.70133,0.239287183,3.662518263,8.957110405,,,,,,,,,,,,,,,,,,,,,0.024394589
1684869357.74199,,,,,,,,-1652.358032227,2.134869099,1684869357.74199,122430.0078125,18.079999924,,,,,,,,,,,,,,,,
1684869357.74201,,,,,,,,,,,,,0,1684869357.74201,-0.078539819,0.07696902,0.5,,,,,,,,,,,
1684869357.74202,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1684869357.74202,
1684869357.74203,,,,,,,,,,,,,,,,,,1,1684869357.74203,32.848999023,,,,,,,,
1684869357.74204,0.0002916,-0.0018237,-0.00211515,1684869357.74204,0.148016199,3.644680738,9.102401733,,,,,,,,,,,,,,,,,,,,,0.01508887
1684869357.78171,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1684869357.78247,,,,,,,,-1630.907592773,2.104982853,1684869357.78246,122130.0078125,18.079999924,,,,,,,,,,,,,,,,
1684869357.78249,,,,,,,,,,,,,0,1684869357.78249,-0.078539819,0.07696902,0.5,,,,,,,,,,,
1684869357.7825,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1684869357.7825,
1684869357.78251,,,,,,,,,,,,,,,,,,1,1684869357.78251,32.801998138,,,,,,,,
1684869357.78252,-0.0011856,-0.00156332,-0.00223731,1684869357.78252,0.204582557,3.813069105,9.100886345,,,,,,,,,,,,,,,,,,,,,0.020856003
1684869357.82274,,,,,,,,-1652.358032227,2.134869099,1684869357.82274,122430.0078125,18.079999924,,,,,,,,,,,,,,,,
1684869357.82276,,,,,,,,,,,,,0,1684869357.82275,-0.086393796,0.084823005,0.5,,,,,,,,,,,
1684869357.82278,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1684869357.82278,
1684869357.82279,,,,,,,,,,,,,,,,,,1,1684869357.82279,32.755001068,,,,,,,,
1684869357.8228,-0.00211153,-0.00137178,-0.00235924,1684869357.8228,0.21074748,3.692643881,9.097350121,,,,,,,,,,,,,,,,,,,,,0.021484576
1684869357.86249,,,,,,,,-1652.358032227,2.134869099,1684869357.86249,122430.0078125,18.079999924,,,,,,,,,,,,,,,,
1684869357.86251,,,,,,,,,,,,,0,1684869357.86251,-0.086393796,0.084823005,0.5,,,,,,,,,,,
1684869357.86252,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1684869357.86252,
1684869357.86253,,,,,,,,,,,,,,,,,,1,1684869357.86253,32.729999542,,,,,,,,
1684869357.86254,-0.00268053,-0.00119193,-0.00245828,1684869357.86254,0.249114886,3.578754425,9.200455666,,,,,,,,,,,,,,,,,,,,,0.025396704
1684869357.88194,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1684869357.90218,,,,,,,,-1630.907592773,2.104982853,1684869357.90218,122130.0078125,18.079999924,,,,,,,,,,,,,,,,
1684869357.9022,,,,,,,,,,,,,0,1684869357.9022,-0.086393796,0.084823005,0.5,,,,,,,,,,,
1684869357.90221,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1684869357.90221,
1684869357.90221,,,,,,,,,,,,,,,,,,1,1684869357.90222,32.682998657,,,,,,,,
1684869357.90223,-0.0027675,-0.00104344,-0.00254782,1684869357.90222,0.301317781,3.504933357,9.206526756,,,,,,,,,,,,,,,,,,,,,0.030720202
1684869357.94232,,,,,,,,-1662.353271484,2.14881587,1684869357.94232,122569.9921875,18.079999924,,,,,,,,,,,,,,,,
1684869357.94234,,,,,,,,,,,,,0,1684869357.94234,-0.100530967,0.098960169,0.5,,,,,,,,,,,
1684869357.94235,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1684869357.94235,
1684869357.94236,,,,,,,,,,,,,,,,,,1,1684869357.94236,32.637001038,,,,,,,,
1684869357.94237,-0.0029429,-0.00086551,-0.00259067,1684869357.94237,0.161244884,3.635259867,9.207116127,,,,,,,,,,,,,,,,,,,,,0.016437528
1684869357.98142,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1684869357.98245,,,,,,,,-1641.638183594,2.119925976,1684869357.98245,122280.0078125,18.079999924,,,,,,,,,,,,,,,,
1684869357.98247,,,,,,,,,,,,,0,1684869357.98247,-0.100530967,0.098960169,0.5,,,,,,,,,,,
1684869357.98249,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1684869357.98249,
1684869357.98249,,,,,,,,,,,,,,,,,,1,1684869357.98249,32.611999512,,,,,,,,
1684869357.98251,-0.00274249,-0.00074008,-0.00257811,1684869357.98251,0.251904815,3.584513426,9.148783684,,,,,,,,,,,,,,,,,,,,,0.025681193
1684869358.02168,,,,,,,,-1662.353271484,2.14881587,1684869358.02168,122569.9921875,18.079999924,,,,,,,,,,,,,,,,
1684869358.0217,,,,,,,,,,,,,0,1684869358.0217,-0.094247781,0.092676982,0.5,,,,,,,,,,,
1684869358.02171,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1684869358.02171,
1684869358.02172,,,,,,,,,,,,,,,,,,1,1684869358.02172,32.566001892,,,,,,,,
1684869358.02173,-0.0009243,-0.00062437,-0.00247764,1684869358.02173,0.25121066,3.359696627,9.231798172,,,,,,,,,,,,,,,,,,,,,0.02561041
1684869358.06251,,,,,,,,-1673.053466797,2.163758993,1684869358.06251,122719.9921875,18.079999924,,,,,,,,,,,,,,,,
1684869358.06254,,,,,,,,,,,,,0,1684869358.06254,-0.094247781,0.092676982,0.5,,,,,,,,,,,
1684869358.06256,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1684869358.06256,
1684869358.06257,,,,,,,,,,,,,,,,,,1,1684869358.06257,32.519001007,,,,,,,,
1684869358.06258,-0.00038106,-0.00048858,-0.00241399,1684869358.06258,0.256207347,3.361022472,9.282314301,,,,,,,,,,,,,,,,,,,,,0.026119927
1684869358.08147,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1684869358.10297,,,,,,,,-1673.053466797,2.163758993,1684869358.10297,122719.9921875,18.069999695,,,,,,,,,,,,,,,,
1684869358.10299,,,,,,,,,,,,,0,1684869358.10299,-0.094247781,0.092676982,0.5,,,,,,,,,,,
1684869358.103,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1684869358.103,
1684869358.10301,,,,,,,,,,,,,,,,,,1,1684869358.10301,32.494998932,,,,,,,,
1684869358.10302,0.00001402,-0.00032412,-0.00239699,1684869358.10302,0.171666101,3.556376934,9.274112701,,,,,,,,,,,,,,,,,,,,,0.017499986
1684869358.1424,,,,,,,,,,,,,0,1684869358.1424,-0.114668131,0.113097332,0.5,,,,,,,,,,,
1684869358.14242,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1684869358.14242,
1684869358.14243,,,,,,,,,,,,,,,,,,1,1684869358.14243,32.448001862,,,,,,,,
1684869358.14244,0.00054296,-0.00025331,-0.0023514,1684869358.14244,0.276587337,3.45940876,9.362190247,,,,,,,,,,,,,,,,,,,,,0.028198165
1684869358.18183,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1684869358.18519,,,,,,,,-1662.353271484,2.14881587,1684869358.18518,122569.9921875,18.079999924,,,,,,,,,,,,,,,,
1684869358.18521,,,,,,,,,,,,,0,1684869358.18521,-0.114668131,0.113097332,0.5,,,,,,,,,,,
1684869358.18523,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1684869358.18523,
1684869358.18523,,,,,,,,,,,,,,,,,,1,1684869358.18523,32.401000977,,,,,,,,
1684869358.18524,0.0006917,-0.00017972,-0.00229166,1684869358.18524,0.239547879,3.30856204,9.356722832,,,,,,,,,,,,,,,,,,,,,0.024421171
1684869358.22209,,,,,,,,-1662.353271484,2.14881587,1684869358.22209,122569.9921875,18.079999924,,,,,,,,,,,,,,,,
1684869358.2221,,,,,,,,,,,,,0,1684869358.2221,-0.114668131,0.113097332,0.5,,,,,,,,,,,
1684869358.22212,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1684869358.22212,
1684869358.22212,,,,,,,,,,,,,,,,,,1,1684869358.22212,32.376998901,,,,,,,,
1684869358.22213,0.00080353,-0.00007347,-0.00226939,1684869358.22213,0.212477714,3.383111238,9.276179314,,,,,,,,,,,,,,,,,,,,,0.021660992
1684869358.26245,,,,,,,,-1693.709350586,2.192648888,1684869358.26245,123010,18.069999695,,,,,,,,,,,,,,,,
1684869358.26247,,,,,,,,,,,,,0,1684869358.26247,-0.105243355,0.103672557,0.5,,,,,,,,,,,
1684869358.26248,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1684869358.26248,
1684869358.26249,,,,,,,,,,,,,,,,,,1,1684869358.26249,32.330001831,,,,,,,,
1684869358.2625,0.00098013,0.00000447,-0.0022283,1684869358.2625,0.151030645,3.569617033,9.308801651,,,,,,,,,,,,,,,,,,,,,0.015396189
1684869358.2816,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1684869358.30268,,,,,,,,-1683.030517578,2.177705765,1684869358.30268,122860,18.069999695,,,,,,,,,,,,,,,,
1684869358.3027,,,,,,,,,,,,,0,1684869358.3027,-0.105243355,0.103672557,0.5,,,,,,,,,,,
1684869358.30271,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1684869358.30271,
1684869358.30272,,,,,,,,,,,,,,,,,,1,1684869358.30272,32.306999207,,,,,,,,
1684869358.30273,0.00079981,0.00008954,-0.00218706,1684869358.30272,0.157182992,3.405063629,9.323171616,,,,,,,,,,,,,,,,,,,,,0.016023417
1684869358.34221,,,,,,,,-1673.053466797,2.163758993,1684869358.34221,122719.9921875,18.069999695,,,,,,,,,,,,,,,,
1684869358.34223,,,,,,,,,,,,,0,1684869358.34222,-0.113097332,0.111526541,0.5,,,,,,,,,,,
1684869358.34224,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1684869358.34224,
1684869358.34224,,,,,,,,,,,,,,,,,,1,1684869358.34224,32.23500061,,,,,,,,
1684869358.34225,0.00089734,0.00013093,-0.00214563,1684869358.34225,0.207457423,3.495434999,9.501512527,,,,,,,,,,,,,,,,,,,,,0.021149122
1684869358.38141,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1684869358.38299,,,,,,,,-1704.377807617,2.20759201,1684869358.38299,123160,18.069999695,,,,,,,,,,,,,,,,
1684869358.38301,,,,,,,,,,,,,0,1684869358.38301,-0.113097332,0.111526541,0.5,,,,,,,,,,,
1684869358.38302,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1684869358.38302,
1684869358.38303,,,,,,,,,,,,,,,,,,1,1684869358.38303,32.212001801,,,,,,,,
1684869358.38304,0.00047101,0.00017116,-0.00214108,1684869358.38304,0.157145157,3.522239923,9.354293823,,,,,,,,,,,,,,,,,,,,,0.01601956
1684869358.42156,,,,,,,,-1704.377807617,2.20759201,1684869358.42156,123160,18.079999924,,,,,,,,,,,,,,,,
1684869358.42158,,,,,,,,,,,,,0,1684869358.42158,-0.108384944,0.106814153,0.5,,,,,,,,,,,
1684869358.42159,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1684869358.42159,
1684869358.4216,,,,,,,,,,,,,,,,,,1,1684869358.4216,32.165000916,,,,,,,,
1684869358.42161,-0.00032593,0.00025095,-0.00216452,1684869358.42161,0.086310729,3.50230217,9.398853302,,,,,,,,,,,,,,,,,,,,,0.008798353
1684869358.46103,,,,,,,,-1704.377807617,2.20759201,1684869358.46103,123160,18.069999695,,,,,,,,,,,,,,,,
1684869358.46105,,,,,,,,,,,,,0,1684869358.46105,-0.108384944,0.106814153,0.5,,,,,,,,,,,
1684869358.46106,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1684869358.46106,
1684869358.46107,,,,,,,,,,,,,,,,,,1,1684869358.46107,32.118000031,,,,,,,,
1684869358.46108,-0.00081671,0.00035171,-0.00219761,1684869358.46108,0.080189362,3.332009315,9.346319199,,,,,,,,,,,,,,,,,,,,,0.008174338
1684869358.4838,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1684869358.50411,,,,,,,,-1693.709350586,2.192648888,1684869358.50411,123010,18.069999695,,,,,,,,,,,,,,,,
1684869358.50412,,,,,,,,,,,,,0,1684869358.50412,-0.108384944,0.106814153,0.5,,,,,,,,,,,
1684869358.50414,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1684869358.50414,
1684869358.50415,,,,,,,,,,,,,,,,,,1,1684869358.50415,32.939998627,,,,,,,,
1684869358.50416,-0.00096933,0.00040832,-0.00223054,1684869358.50416,0.172577113,3.443570852,9.582672119,,,,,,,,,,,,,,,,,,,,,0.017592866
1684869358.54165,,,,,,,,-1704.377807617,2.20759201,1684869358.54165,123160,18.069999695,,,,,,,,,,,,,,,,
1684869358.54166,,,,,,,,,,,,,0,1684869358.54166,-0.109955743,0.108384944,0.5,,,,,,,,,,,
1684869358.54167,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1684869358.54167,
1684869358.54168,,,,,,,,,,,,,,,,,,1,1684869358.54168,32.470001221,,,,,,,,
1684869358.54169,-0.00121466,0.00046083,-0.00228197,1684869358.54169,0.059930041,3.511389732,9.391137123,,,,,,,,,,,,,,,,,,,,,0.006109115
1684869358.58248,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1684869358.58383,,,,,,,,-1734.904052734,2.250428915,1684869358.58383,123590,18.069999695,,,,,,,,,,,,,,,,
1684869358.58385,,,,,,,,,,,,,0,1684869358.58385,-0.109955743,0.108384944,0.5,,,,,,,,,,,
1684869358.58386,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1684869358.58386,
1684869358.58387,,,,,,,,,,,,,,,,,,1,1684869358.58387,32,,,,,,,,
1684869358.58388,-0.00169648,0.0005152,-0.00229609,1684869358.58388,0.025611119,3.444061518,9.34659481,,,,,,,,,,,,,,,,,,,,,0.002610718
1684869358.622,,,,,,,,-1683.030517578,2.177705765,1684869358.622,122860,18.069999695,,,,,,,,,,,,,,,,
1684869358.62201,,,,,,,,,,,,,0,1684869358.62201,-0.109955743,0.108384944,0.5,,,,,,,,,,,
1684869358.62203,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1684869358.62203,
1684869358.62203,,,,,,,,,,,,,,,,,,1,1684869358.62203,31.975999832,,,,,,,,
1684869358.62204,-0.00209946,0.00056885,-0.00234279,1684869358.62204,-0.016700059,3.354583025,9.428098679,,,,,,,,,,,,,,,,,,,,,-0.001702351
1684869358.6617,,,,,,,,-1683.030517578,2.177705765,1684869358.6617,122860,18.069999695,,,,,,,,,,,,,,,,
1684869358.66171,,,,,,,,,,,,,0,1684869358.66171,-0.106814153,0.105243355,0.5,,,,,,,,,,,
1684869358.66172,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1684869358.66172,
1684869358.66173,,,,,,,,,,,,,,,,,,1,1684869358.66173,31.929000854,,,,,,,,
1684869358.66174,-0.00241483,0.00055248,-0.00234712,1684869358.66174,0.07145714,3.322368145,9.60461235,,,,,,,,,,,,,,,,,,,,,0.007284177
1684869358.6824,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1684869358.70133,,,,,,,,-1693.709350586,2.192648888,1684869358.70133,123010,18.069999695,,,,,,,,,,,,,,,,
1684869358.70135,,,,,,,,,,,,,0,1684869358.70135,-0.106814153,0.105243355,0.5,,,,,,,,,,,
1684869358.70136,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1684869358.70136,
1684869358.70136,,,,,,,,,,,,,,,,,,1,1684869358.70136,31.881999969,,,,,,,,
1684869358.70137,-0.00226129,0.00062069,-0.00239425,1684869358.70137,-0.05371483,3.364988327,9.470977783,,,,,,,,,,,,,,,,,,,,,-0.005475545
1684869358.74277,,,,,,,,-1683.030517578,2.177705765,1684869358.74277,122860,18.069999695,,,,,,,,,,,,,,,,
1684869358.74279,,,,,,,,,,,,,0,1684869358.74279,-0.094247781,0.092676982,0.5,,,,,,,,,,,
1684869358.74281,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1684869358.74281,
1684869358.74281,,,,,,,,,,,,,,,,,,1,1684869358.74281,31.834999084,,,,,,,,
1684869358.74282,-0.00208524,0.00058614,-0.00246845,1684869358.74282,-0.065513462,3.304200888,9.390786171,,,,,,,,,,,,,,,,,,,,,-0.006678282
1684869358.78153,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1684869358.7831,,,,,,,,-1714.325927734,2.221538782,1684869358.7831,123300,18.069999695,,,,,,,,,,,,,,,,
1684869358.78312,,,,,,,,,,,,,0,1684869358.78312,-0.094247781,0.092676982,0.5,,,,,,,,,,,
1684869358.78313,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1684869358.78313,
1684869358.78314,,,,,,,,,,,,,,,,,,1,1684869358.78314,31.811000824,,,,,,,,
1684869358.78314,-0.0020757,0.0005998,-0.00254292,1684869358.78314,-0.136092141,3.270360708,9.404607773,,,,,,,,,,,,,,,,,,,,,-0.013873242
1684869358.82206,,,,,,,,-1724.974853516,2.236481905,1684869358.82206,123450,18.069999695,,,,,,,,,,,,,,,,
1684869358.82207,,,,,,,,,,,,,0,1684869358.82207,-0.075398222,0.073827431,0.5,,,,,,,,,,,
1684869358.82209,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1684869358.82209,
1684869358.82209,,,,,,,,,,,,,,,,,,1,1684869358.82209,31.763999939,,,,,,,,
1684869358.8221,-0.00209896,0.00056228,-0.00261695,1684869358.8221,-0.082506262,3.225961208,9.626132011,,,,,,,,,,,,,,,,,,,,,-0.008410523
1684869358.86198,,,,,,,,-1693.709350586,2.192648888,1684869358.86198,123010,18.069999695,,,,,,,,,,,,,,,,
1684869358.862,,,,,,,,,,,,,0,1684869358.862,-0.075398222,0.073827431,0.5,,,,,,,,,,,
1684869358.86201,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1684869358.86201,
1684869358.86202,,,,,,,,,,,,,,,,,,1,1684869358.86202,31.716999054,,,,,,,,
1684869358.86203,-0.00218675,0.00059972,-0.002673,1684869358.86203,-0.187612846,3.233076096,9.593100548,,,,,,,,,,,,,,,,,,,,,-0.019125819
1684869358.88195,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1684869358.90199,,,,,,,,-1704.377807617,2.20759201,1684869358.90199,123160,18.069999695,,,,,,,,,,,,,,,,
1684869358.90201,,,,,,,,,,,,,0,1684869358.90201,-0.075398222,0.073827431,0.5,,,,,,,,,,,
1684869358.90202,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1684869358.90202,
1684869358.90202,,,,,,,,,,,,,,,,,,1,1684869358.90202,31.694000244,,,,,,,,
1684869358.90203,-0.00226101,0.00057211,-0.0027006,1684869358.90203,-0.233084023,3.074805737,9.409207344,,,,,,,,,,,,,,,,,,,,,-0.023762075
1684869358.94238,,,,,,,,-1714.325927734,2.221538782,1684869358.94238,123300,18.069999695,,,,,,,,,,,,,,,,
1684869358.9424,,,,,,,,,,,,,0,1684869358.9424,-0.064402647,0.062831856,0.5,,,,,,,,,,,
1684869358.94241,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1684869358.94241,
1684869358.94242,,,,,,,,,,,,,,,,,,1,1684869358.94242,31.645999908,,,,,,,,
1684869358.94243,-0.00201529,0.00057511,-0.00268682,1684869358.94243,-0.249300987,3.032235622,9.500201225,,,,,,,,,,,,,,,,,,,,,-0.025415681
1684869358.98148,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1684869358.98351,,,,,,,,-1704.377807617,2.20759201,1684869358.98351,123160,18.069999695,,,,,,,,,,,,,,,,
1684869358.98355,,,,,,,,,,,,,0,1684869358.98355,-0.064402647,0.062831856,0.5,,,,,,,,,,,
1684869358.98356,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1684869358.98356,
1684869358.98357,,,,,,,,,,,,,,,,,,1,1684869358.98357,31.597999573,,,,,,,,
1684869358.98358,-0.00184354,0.0006064,-0.00268718,1684869358.98358,-0.199239656,3.057342529,9.695549011,,,,,,,,,,,,,,,,,,,,,-0.020311249
1684869359.02299,,,,,,,,-1714.325927734,2.221538782,1684869359.02299,123300,18.069999695,,,,,,,,,,,,,,,,
1684869359.02301,,,,,,,,,,,,,0,1684869359.02301,-0.064402647,0.062831856,0.5,,,,,,,,,,,
1684869359.02302,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1684869359.02302,
1684869359.02304,,,,,,,,,,,,,,,,,,1,1684869359.02304,31.576000214,,,,,,,,
1684869359.02305,-0.00155581,0.00064134,-0.00270157,1684869359.02305,-0.281656176,3.098988771,9.56986618,,,,,,,,,,,,,,,,,,,,,-0.028715075
1684869359.06201,,,,,,,,-1734.904052734,2.250428915,1684869359.06201,123590,18.069999695,,,,,,,,,,,,,,,,
1684869359.06203,,,,,,,,,,,,,0,1684869359.06203,-0.069115035,0.067544244,0.5,,,,,,,,,,,
1684869359.06204,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1684869359.06204,
1684869359.06205,,,,,,,,,,,,,,,,,,1,1684869359.06205,31.527999878,,,,,,,,
1684869359.06206,-0.00118486,0.00064801,-0.00270184,1684869359.06206,-0.307755202,2.973651409,9.548340797,,,,,,,,,,,,,,,,,,,,,-0.031376728
1684869359.08111,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1684869359.10157,,,,,,,,-1704.377807617,2.20759201,1684869359.10158,123160,18.069999695,,,,,,,,,,,,,,,,
1684869359.10159,,,,,,,,,,,,,0,1684869359.10159,-0.069115035,0.067544244,0.5,,,,,,,,,,,
1684869359.1016,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1684869359.1016,
1684869359.10161,,,,,,,,,,,,,,,,,,1,1684869359.10161,31.4810009,,,,,,,,
1684869359.10162,-0.00106922,0.00061021,-0.00267835,1684869359.10162,-0.381124228,2.919715405,9.457962036,,,,,,,,,,,,,,,,,,,,,-0.038860364
1684869359.1417,,,,,,,,-1724.974853516,2.236481905,1684869359.1417,123450,18.069999695,,,,,,,,,,,,,,,,
1684869359.14174,,,,,,,,,,,,,0,1684869359.14174,-0.069115035,0.067544244,0.5,,,,,,,,,,,
1684869359.14176,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1684869359.14176,
1684869359.14177,,,,,,,,,,,,,,,,,,1,1684869359.14176,31.457000732,,,,,,,,
1684869359.14178,-0.00099937,0.00066552,-0.00266956,1684869359.14178,-0.327568799,2.927940845,9.770314217,,,,,,,,,,,,,,,,,,,,,-0.033397523
1684869359.18289,,,,,,,,-1683.030517578,2.177705765,1684869359.18289,122860,18.069999695,,,,,,,,,,,,,,,,
1684869359.18291,,,,,,,,,,,,,0,1684869359.18291,-0.072256632,0.070685834,0.5,,,,,,,,,,,
1684869359.18293,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1684869359.18293,
1684869359.18294,,,,,,,,,,,,,,,,,,1,1684869359.18294,31.409999847,,,,,,,,
1684869359.18295,-0.00096238,0.00065618,-0.00263697,1684869359.18295,-0.449956119,3.006537437,9.584458351,,,,,,,,,,,,,,,,,,,,,-0.045883184
1684869359.18605,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1684869359.22246,,,,,,,,-1704.377807617,2.20759201,1684869359.22246,123160,18.059999466,,,,,,,,,,,,,,,,
1684869359.22248,,,,,,,,,,,,,0,1684869359.22248,-0.064402647,0.062831856,0.5,,,,,,,,,,,
1684869359.22249,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1684869359.22249,
1684869359.2225,,,,,,,,,,,,,,,,,,1,1684869359.2225,31.36300087,,,,,,,,
1684869359.22253,-0.00061015,0.00063516,-0.00262304,1684869359.22253,-0.443569392,2.841500521,9.600561142,,,,,,,,,,,,,,,,,,,,,-0.045231466
1684869359.26186,,,,,,,,-1704.377807617,2.20759201,1684869359.26186,123160,18.069999695,,,,,,,,,,,,,,,,
1684869359.26188,,,,,,,,,,,,,0,1684869359.26188,-0.064402647,0.062831856,0.5,,,,,,,,,,,
1684869359.2619,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1684869359.2619,
1684869359.2619,,,,,,,,,,,,,,,,,,1,1684869359.2619,31.315999985,,,,,,,,
1684869359.26191,-0.00065183,0.00064954,-0.00259989,1684869359.26191,-0.413126528,3.061540842,9.670820236,,,,,,,,,,,,,,,,,,,,,-0.042125254
