stamp,depth,pressure
1686731172.34055,1.999999404,120919.9921875
1686731172.38012,1.999999523,120919.9921875
1686731172.42116,1.999999642,120919.9921875
1686731172.45993,1.999999642,120920
1686731172.50042,1.999999762,120920
1686731172.53995,1.999999762,120920
1686731172.57775,1.999999881,120920
1686731172.61769,1.999999881,120920
1686731172.65761,2,120920
1686731172.69851,2,120920
1686731172.74038,2,120920
1686731172.78044,2,120920
1686731172.82039,2.000000238,120920
1686731172.86017,2.000000238,120920
1686731172.9006,2.000000238,120920
1686731172.94014,2.000000238,120920
1686731172.98053,2.000000238,120920
1686731173.02018,2.000000238,120920
1686731173.06041,2.000000238,120920
1686731173.10037,2.000000238,120920
1686731173.14011,2.000000238,120920
1686731173.18117,2.000000238,120920
1686731173.22034,2,120920
1686731173.25992,2,120920
1686731173.30046,2,120920
1686731173.33787,2,120920
1686731173.37855,2,120920
1686731173.41853,2,120920
1686731173.45833,2,120920
1686731173.50029,2,120920
1686731173.54037,2,120920
1686731173.58039,2,120920
1686731173.62024,2,120920
1686731173.66,2,120920
1686731173.70076,2,120920
1686731173.74025,2,120920
1686731173.78035,2,120920
1686731173.82006,2,120920
1686731173.86112,2,120920
1686731173.9004,2,120920
1686731173.94057,2,120920
1686731173.98038,2,120920
1686731174.02032,2,120920
1686731174.06052,2,120920
1686731174.09906,2,120920
1686731174.13796,2,120920
1686731174.17791,2,120920
1686731174.21822,2,120920
1686731174.25988,2,120920
1686731174.3029,2,120920
1686731174.34036,1.999499679,120915.09375
1686731174.38029,1.99572587,120878.0703125
1686731174.42078,1.986600876,120788.5546875
1686731174.46059,1.971197724,120637.4453125
1686731174.50038,1.949371696,120423.3359375
1686731174.54067,1.921277523,120147.734375
1686731174.58123,1.887562513,119816.984375
1686731174.62047,1.848726273,119436.0078125
1686731174.66019,1.8052001,119009.015625
1686731174.70019,1.758016706,118546.140625
1686731174.74,1.708002329,118055.5
1686731174.77793,1.65599978,117545.359375
1686731174.81751,1.602543712,117020.953125
1686731174.85777,1.548002005,116485.8984375
1686731174.89829,1.492931247,115945.65625
1686731174.94035,1.437713504,115403.96875
1686731174.98013,1.382665515,114863.9453125
1686731175.02018,1.327967286,114327.359375
1686731175.05999,1.273718119,113795.171875
1686731175.10042,1.220027685,113268.46875
1686731175.14115,1.166969061,112747.96875
1686731175.18061,1.114583373,112234.0625
1686731175.22046,1.062893152,111726.984375
1686731175.26015,1.011908889,111226.828125
1686731175.30038,0.961629629,110733.5859375
1686731175.34042,0.912054062,110247.25
1686731175.38058,0.863183022,109767.828125
1686731175.42053,0.815018237,109295.328125
1686731175.46036,0.767565489,108829.8203125
1686731175.50007,0.720849693,108371.5390625
1686731175.54043,0.674895883,107920.7265625
1686731175.58136,0.629746258,107477.8125
1686731175.62014,0.585431039,107043.078125
1686731175.65997,0.541978478,106616.8125
1686731175.70056,0.499466747,106199.765625
1686731175.73977,0.457964957,105792.6328125
1686731175.78132,0.417564869,105396.3125
1686731175.81997,0.378329575,105011.4140625
1686731175.86036,0.340310305,104638.4453125
1686731175.90031,0.30362919,104278.6015625
1686731175.94048,0.26838994,103932.90625
1686731175.9806,0.234715953,103602.5625
1686731176.02047,0.202690929,103288.3984375
1686731176.06047,0.172376215,102991.0078125
1686731176.10019,0.143894523,102711.6015625
1686731176.13786,0.117343739,102451.140625
1686731176.17782,0.09281747,102210.5390625
1686731176.2176,0.070377022,101990.3984375
1686731176.25769,0.050057087,101791.0625
1686731176.29868,0.031883802,101612.78125
1686731176.34023,0.015862674,101455.609375
1686731176.3804,0.001960614,101319.234375
1686731176.42035,-0.0098443,101203.4296875
1686731176.46053,-0.01958422,101107.875
1686731176.50141,-0.02738983,101031.3046875
1686731176.54029,-0.033379737,100972.546875
1686731176.58084,-0.037721198,100929.953125
1686731176.62032,-0.04052731,100902.4296875
1686731176.66028,-0.041887324,100889.0859375
1686731176.70023,-0.042020533,100887.78125
1686731176.74032,-0.041108437,100896.7265625
1686731176.78019,-0.039358597,100913.890625
1686731176.8211,-0.036906499,100937.9453125
1686731176.86024,-0.033846166,100967.96875
1686731176.9002,-0.030368268,101002.0859375
1686731176.9404,-0.026623141,101038.828125
1686731176.98044,-0.02276185,101076.703125
1686731177.02039,-0.018880397,101114.78125
1686731177.06044,-0.015039208,101152.46875
1686731177.10022,-0.011339163,101188.765625
1686731177.14044,-0.007855242,101222.9375
1686731177.1805,-0.004649706,101254.3828125
1686731177.22014,-0.001760282,101282.734375
1686731177.26035,0.000793661,101307.7890625
1686731177.29987,0.002996787,101329.3984375
1686731177.34045,0.004842008,101347.5
1686731177.38022,0.006336423,101362.1640625
1686731177.42027,0.007486559,101373.4453125
1686731177.46046,0.008301241,101381.4375
1686731177.50037,0.008813499,101386.4609375
1686731177.53925,0.009052491,101388.8046875
1686731177.57809,0.009056298,101388.84375
1686731177.61902,0.008850365,101386.8203125
1686731177.65992,0.008456685,101382.9609375
1686731177.70026,0.007919435,101377.6875
1686731177.74022,0.007270619,101371.328125
1686731177.77995,0.006545695,101364.2109375
1686731177.82016,0.005767665,101356.578125
1686731177.8606,0.004951786,101348.578125
1686731177.90136,0.004126546,101340.484375
1686731177.94151,0.003313844,101332.5078125
1686731177.98009,0.002533999,101324.859375
1686731178.02087,0.001799685,101317.65625
1686731178.05886,0.001118274,101310.96875
1686731178.09871,0.000499733,101304.90625
1686731178.14065,-0.000049095,101299.515625
1686731178.18021,-0.000524406,101294.859375
1686731178.2204,-0.000924262,101290.9296875
1686731178.26038,-0.001248467,101287.75
1686731178.30075,-0.001500649,101285.28125
1686731178.34126,-0.00168451,101283.4765625
1686731178.38052,-0.001806163,101282.28125
1686731178.42048,-0.001869828,101281.65625
1686731178.46044,-0.001878954,101281.5703125
1686731178.5001,-0.001842356,101281.9296875
1686731178.54036,-0.001767356,101282.6640625
1686731178.58026,-0.001662346,101283.6953125
1686731178.62019,-0.001532807,101284.9609375
1686731178.66019,-0.001382523,101286.4375
1686731178.70026,-0.001219102,101288.0390625
1686731178.7403,-0.001048522,101289.7109375
1686731178.77991,-0.000876709,101291.3984375
1686731178.82133,-0.000707417,101293.0625
1686731178.86129,-0.000542972,101294.671875
1686731178.9,-0.000387126,101296.203125
1686731178.9388,-0.000242627,101297.6171875
1686731178.98032,-0.000111638,101298.90625
1686731179.02036,0.000004551,101300.046875
1686731179.0612,0.00010533,101301.03125
